# x y z nx ny nz
10.800000 10.700000 9.100000 -1.000000 0.000000 0.000000
9.800000 10.800000 9.900000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.800000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.700000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.600000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.500000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.400000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.300000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.200000 0.000000 -1.000000 0.000000
9.800000 10.800000 9.100000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.900000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.800000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.700000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.600000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.500000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.400000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.300000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.200000 0.000000 -1.000000 0.000000
9.900000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.000000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.100000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.200000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.300000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.400000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.500000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.600000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.900000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.800000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.700000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.600000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.500000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.400000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.300000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.200000 0.000000 -1.000000 0.000000
10.700000 10.800000 9.100000 0.000000 -1.000000 0.000000
10.800000 9.800000 9.000000 -0.707107 0.000000 0.707107
10.800000 9.900000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.000000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.100000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.200000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.300000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.400000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.500000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.600000 9.000000 -0.707107 0.000000 0.707107
10.800000 10.700000 9.000000 -0.707107 0.000000 0.707107
9.800000 10.800000 9.000000 0.000000 -0.707107 0.707107
9.900000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.000000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.100000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.200000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.300000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.400000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.500000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.600000 10.800000 9.000000 0.000000 -0.707107 0.707107
10.700000 10.800000 9.000000 0.000000 -0.707107 0.707107
9.800000 9.800000 9.000000 0.000000 0.000000 1.000000
9.800000 9.900000 9.000000 0.000000 0.000000 1.000000
9.800000 10.000000 9.000000 0.000000 0.000000 1.000000
9.800000 10.100000 9.000000 0.000000 0.000000 1.000000
9.800000 10.200000 9.000000 0.000000 0.000000 1.000000
9.800000 10.300000 9.000000 0.000000 0.000000 1.000000
9.800000 10.400000 9.000000 0.000000 0.000000 1.000000
9.800000 10.500000 9.000000 0.000000 0.000000 1.000000
9.800000 10.600000 9.000000 0.000000 0.000000 1.000000
9.800000 10.700000 9.000000 0.000000 0.000000 1.000000
9.900000 9.800000 9.000000 0.000000 0.000000 1.000000
9.900000 9.900000 9.000000 0.000000 0.000000 1.000000
9.900000 10.000000 9.000000 0.000000 0.000000 1.000000
9.900000 10.100000 9.000000 0.000000 0.000000 1.000000
9.900000 10.200000 9.000000 0.000000 0.000000 1.000000
9.900000 10.300000 9.000000 0.000000 0.000000 1.000000
9.900000 10.400000 9.000000 0.000000 0.000000 1.000000
9.900000 10.500000 9.000000 0.000000 0.000000 1.000000
9.900000 10.600000 9.000000 0.000000 0.000000 1.000000
9.900000 10.700000 9.000000 0.000000 0.000000 1.000000
10.000000 9.800000 9.000000 0.000000 0.000000 1.000000
10.000000 9.900000 9.000000 0.000000 0.000000 1.000000
10.000000 10.000000 9.000000 0.000000 0.000000 1.000000
10.000000 10.100000 9.000000 0.000000 0.000000 1.000000
10.000000 10.200000 9.000000 0.000000 0.000000 1.000000
10.000000 10.300000 9.000000 0.000000 0.000000 1.000000
10.000000 10.400000 9.000000 0.000000 0.000000 1.000000
10.000000 10.500000 9.000000 0.000000 0.000000 1.000000
10.000000 10.600000 9.000000 0.000000 0.000000 1.000000
10.000000 10.700000 9.000000 0.000000 0.000000 1.000000
10.100000 9.800000 9.000000 0.000000 0.000000 1.000000
10.100000 9.900000 9.000000 0.000000 0.000000 1.000000
10.100000 10.000000 9.000000 0.000000 0.000000 1.000000
10.100000 10.100000 9.000000 0.000000 0.000000 1.000000
10.100000 10.200000 9.000000 0.000000 0.000000 1.000000
10.100000 10.300000 9.000000 0.000000 0.000000 1.000000
10.100000 10.400000 9.000000 0.000000 0.000000 1.000000
10.100000 10.500000 9.000000 0.000000 0.000000 1.000000
10.100000 10.600000 9.000000 0.000000 0.000000 1.000000
10.100000 10.700000 9.000000 0.000000 0.000000 1.000000
10.200000 9.800000 9.000000 0.000000 0.000000 1.000000
10.200000 9.900000 9.000000 0.000000 0.000000 1.000000
10.200000 10.000000 9.000000 0.000000 0.000000 1.000000
10.200000 10.100000 9.000000 0.000000 0.000000 1.000000
10.200000 10.200000 9.000000 0.000000 0.000000 1.000000
10.200000 10.300000 9.000000 0.000000 0.000000 1.000000
10.200000 10.400000 9.000000 0.000000 0.000000 1.000000
10.200000 10.500000 9.000000 0.000000 0.000000 1.000000
10.200000 10.600000 9.000000 0.000000 0.000000 1.000000
10.200000 10.700000 9.000000 0.000000 0.000000 1.000000
10.300000 9.800000 9.000000 0.000000 0.000000 1.000000
10.300000 9.900000 9.000000 0.000000 0.000000 1.000000
10.300000 10.000000 9.000000 0.000000 0.000000 1.000000
10.300000 10.100000 9.000000 0.000000 0.000000 1.000000
10.300000 10.200000 9.000000 0.000000 0.000000 1.000000
10.300000 10.300000 9.000000 0.000000 0.000000 1.000000
10.300000 10.400000 9.000000 0.000000 0.000000 1.000000
10.300000 10.500000 9.000000 0.000000 0.000000 1.000000
10.300000 10.600000 9.000000 0.000000 0.000000 1.000000
10.300000 10.700000 9.000000 0.000000 0.000000 1.000000
10.400000 9.800000 9.000000 0.000000 0.000000 1.000000
10.400000 9.900000 9.000000 0.000000 0.000000 1.000000
10.400000 10.000000 9.000000 0.000000 0.000000 1.000000
10.400000 10.100000 9.000000 0.000000 0.000000 1.000000
10.400000 10.200000 9.000000 0.000000 0.000000 1.000000
10.400000 10.300000 9.000000 0.000000 0.000000 1.000000
10.400000 10.400000 9.000000 0.000000 0.000000 1.000000
10.400000 10.500000 9.000000 0.000000 0.000000 1.000000
10.400000 10.600000 9.000000 0.000000 0.000000 1.000000
10.400000 10.700000 9.000000 0.000000 0.000000 1.000000
10.500000 9.800000 9.000000 0.000000 0.000000 1.000000
10.500000 9.900000 9.000000 0.000000 0.000000 1.000000
10.500000 10.000000 9.000000 0.000000 0.000000 1.000000
10.500000 10.100000 9.000000 0.000000 0.000000 1.000000
10.500000 10.200000 9.000000 0.000000 0.000000 1.000000
10.500000 10.300000 9.000000 0.000000 0.000000 1.000000
10.500000 10.400000 9.000000 0.000000 0.000000 1.000000
10.500000 10.500000 9.000000 0.000000 0.000000 1.000000
10.500000 10.600000 9.000000 0.000000 0.000000 1.000000
10.500000 10.700000 9.000000 0.000000 0.000000 1.000000
10.600000 9.800000 9.000000 0.000000 0.000000 1.000000
10.600000 9.900000 9.000000 0.000000 0.000000 1.000000
10.600000 10.000000 9.000000 0.000000 0.000000 1.000000
10.600000 10.100000 9.000000 0.000000 0.000000 1.000000
10.600000 10.200000 9.000000 0.000000 0.000000 1.000000
10.600000 10.300000 9.000000 0.000000 0.000000 1.000000
10.600000 10.400000 9.000000 0.000000 0.000000 1.000000
10.600000 10.500000 9.000000 0.000000 0.000000 1.000000
10.600000 10.600000 9.000000 0.000000 0.000000 1.000000
10.600000 10.700000 9.000000 0.000000 0.000000 1.000000
10.700000 9.800000 9.000000 0.000000 0.000000 1.000000
10.700000 9.900000 9.000000 0.000000 0.000000 1.000000
10.700000 10.000000 9.000000 0.000000 0.000000 1.000000
10.700000 10.100000 9.000000 0.000000 0.000000 1.000000
10.700000 10.200000 9.000000 0.000000 0.000000 1.000000
10.700000 10.300000 9.000000 0.000000 0.000000 1.000000
10.700000 10.400000 9.000000 0.000000 0.000000 1.000000
10.700000 10.500000 9.000000 0.000000 0.000000 1.000000
10.700000 10.600000 9.000000 0.000000 0.000000 1.000000
10.700000 10.700000 9.000000 0.000000 0.000000 1.000000
